Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,293,10,3.41,4.38,2.35,1.13,4.33,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,904,11,1.22,2.92,1.26,0.63,2.25,Rate significantly lower than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Emergency PCI,2009-2011,396,11,2.78,3.33,2.52,1.26,4.51,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Emergency PCI,2009-2011,194,12,6.19,4.38,4.26,2.20,7.45,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,448,17,3.79,5.38,2.13,1.24,3.41,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,433,12,2.77,4.64,1.80,0.93,3.15,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Emergency PCI,2009-2011,22097,667,3.02,3.02,3.02,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,166,7,4.22,3.72,3.42,1.37,7.04,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,283,5,1.77,2.26,2.36,0.76,5.50,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2009-2011,843,23,2.73,2.18,3.78,2.39,5.67,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,314,11,3.50,3.26,3.24,1.61,5.80,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,227,7,3.08,2.11,4.41,1.77,9.08,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2009-2011,469,15,3.20,3.36,2.87,1.61,4.74,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2009-2011,13,0,0.00,1.68,0.00,0.00,50.77,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,156,2,1.28,2.66,1.45,0.16,5.25,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2009-2011,404,13,3.22,3.52,2.76,1.47,4.72,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,527,19,3.61,3.96,2.75,1.65,4.29,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2009-2011,1146,27,2.36,2.68,2.65,1.75,3.86,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,255,14,5.49,4.88,3.40,1.86,5.70,Rate not different than Statewide Rate
694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,156,4,2.56,3.28,2.36,0.63,6.04,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2009-2011,593,12,2.02,2.15,2.84,1.46,4.96,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2009-2011,826,20,2.42,2.65,2.76,1.69,4.26,Rate not different than Statewide Rate
58,UHS - Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2009-2011,494,12,2.43,3.37,2.18,1.12,3.80,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2009-2011,202,8,3.96,4.20,2.85,1.23,5.61,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Emergency PCI,2009-2011,135,6,4.44,3.49,3.84,1.40,8.37,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2009-2011,237,9,3.80,3.44,3.33,1.52,6.32,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,1197,40,3.34,2.82,3.57,2.55,4.86,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2009-2011,263,9,3.42,2.81,3.68,1.68,6.98,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,471,12,2.55,2.45,3.14,1.62,5.49,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,523,15,2.87,2.92,2.96,1.66,4.88,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,86,3,3.49,3.01,3.50,0.70,10.22,Rate not different than Statewide Rate
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,359,8,2.23,3.07,2.19,0.94,4.32,Rate not different than Statewide Rate
1,Albany Medical Center,Capital District,Capital District,Valve or Valve/CABG,2009-2011,532,18,3.38,3.97,3.59,2.13,5.68,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2009-2011,123,9,7.32,2.67,11.56,5.28,21.95,Rate significantly higher than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,272,12,4.41,3.27,5.69,2.94,9.95,Rate not different than Statewide Rate
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,291,19,6.53,3.90,7.07,4.26,11.05,Rate significantly higher than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2009-2011,493,13,2.64,3.18,3.50,1.86,5.99,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Valve or Valve/CABG,2009-2011,75,4,5.33,2.21,10.19,2.74,26.10,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,Valve or Valve/CABG,2009-2011,299,12,4.01,3.90,4.34,2.24,7.59,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2009-2011,54,3,5.56,4.30,5.46,1.10,15.95,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2009-2011,171,6,3.51,3.10,4.78,1.74,10.40,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,544,34,6.25,4.88,5.40,3.74,7.55,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2009-2011,618,15,2.43,4.88,2.10,1.17,3.46,Rate significantly lower than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2009-2011,428,17,3.97,4.87,3.44,2.00,5.51,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2009-2011,417,17,4.08,3.22,5.34,3.11,8.55,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Valve or Valve/CABG,2009-2011,105,1,0.95,3.28,1.23,0.02,6.82,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2009-2011,259,8,3.09,2.51,5.20,2.24,10.24,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2009-2011,418,22,5.26,4.84,4.59,2.88,6.95,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2009-2011,363,25,6.89,4.70,6.19,4.00,9.14,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1597,67,4.20,3.58,4.94,3.83,6.28,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,1326,54,4.07,5.04,3.41,2.56,4.45,Rate not different than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Valve or Valve/CABG,2009-2011,93,1,1.08,2.59,1.75,0.02,9.76,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Valve or Valve/CABG,2009-2011,181,7,3.87,4.04,4.05,1.62,8.34,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1876,78,4.16,4.27,4.11,3.25,5.12,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1296,31,2.39,3.71,2.72,1.85,3.86,Rate significantly lower than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Valve or Valve/CABG,2009-2011,22246,939,4.22,4.22,4.22,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1265,44,3.48,3.22,4.56,3.31,6.12,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2009-2011,974,56,5.75,4.55,5.34,4.03,6.93,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,104,1,0.96,4.73,0.86,0.01,4.77,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2009-2011,338,20,5.92,3.46,7.22,4.41,11.15,Rate significantly higher than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2009-2011,386,25,6.48,4.37,6.26,4.05,9.24,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,1953,97,4.97,5.16,4.06,3.29,4.96,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Valve or Valve/CABG,2009-2011,1043,51,4.89,5.16,4.00,2.98,5.26,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,266,17,6.39,3.97,6.79,3.95,10.87,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Valve or Valve/CABG,2009-2011,787,29,3.68,4.20,3.70,2.48,5.32,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2009-2011,620,26,4.19,3.51,5.05,3.30,7.40,Rate not different than Statewide Rate
58,UHS - Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2009-2011,238,6,2.52,3.44,3.10,1.13,6.74,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2009-2011,121,4,3.31,4.91,2.84,0.76,7.27,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,496,34,6.85,5.32,5.44,3.76,7.60,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2009-2011,250,7,2.80,3.48,3.40,1.36,7.01,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2009-2011,499,11,2.20,3.79,2.46,1.23,4.40,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2009-2011,470,16,3.40,5.08,2.83,1.62,4.59,Rate not different than Statewide Rate
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,605,22,3.64,4.47,3.43,2.15,5.20,Rate not different than Statewide Rate
1,Albany Medical Center,Capital District,Capital District,Emergency PCI,2008-2010,449,14,3.12,2.52,3.93,2.15,6.59,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2008-2010,337,9,2.67,2.43,3.49,1.59,6.62,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,198,16,8.08,4.97,5.16,2.95,8.38,Rate not different than Statewide Rate
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,271,12,4.43,3.80,3.70,1.91,6.46,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Emergency PCI,2008-2010,103,7,6.80,3.15,6.84,2.74,14.09,Rate not different than Statewide Rate
1286,Brookdale Hosp Med Ctr,Kings,NY Metro - NYC,Emergency PCI,2008-2010,162,13,8.02,3.20,7.97,4.24,13.63,Rate significantly higher than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2008-2010,363,9,2.48,2.67,2.95,1.34,5.59,Rate not different than Statewide Rate
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2008-2010,4,0,0.00,4.55,0.00,0.00,63.93,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Emergency PCI,2008-2010,335,5,1.49,2.88,1.64,0.53,3.83,Rate not different than Statewide Rate
636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2008-2010,212,8,3.77,3.29,3.63,1.56,7.16,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2008-2010,505,12,2.38,2.84,2.65,1.37,4.64,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2008-2010,345,5,1.45,2.72,1.69,0.55,3.95,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2008-2010,231,11,4.76,3.33,4.54,2.26,8.13,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,Emergency PCI,2008-2010,99,4,4.04,2.44,5.25,1.41,13.43,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2008-2010,202,7,3.47,2.87,3.83,1.54,7.90,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2008-2010,496,28,5.65,3.49,5.13,3.41,7.41,Rate significantly higher than Statewide Rate
925,Good Sam - West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,273,12,4.40,2.84,4.91,2.54,8.58,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,210,2,0.95,2.44,1.24,0.14,4.47,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2008-2010,414,16,3.86,3.56,3.44,1.97,5.59,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,289,9,3.11,3.05,3.24,1.48,6.16,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2008-2010,592,13,2.20,2.84,2.45,1.30,4.19,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2008-2010,87,5,5.75,4.16,4.39,1.41,10.24,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2008-2010,585,12,2.05,4.05,1.61,0.83,2.81,Rate significantly lower than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2008-2010,482,21,4.36,3.08,4.49,2.78,6.86,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Emergency PCI,2008-2010,280,9,3.21,2.53,4.04,1.84,7.67,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2008-2010,356,6,1.69,2.69,1.99,0.73,4.32,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2008-2010,438,12,2.74,2.60,3.35,1.73,5.85,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2008-2010,345,16,4.64,2.55,5.77,3.29,9.37,Rate significantly higher than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,351,13,3.70,4.61,2.55,1.36,4.36,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,939,16,1.70,3.14,1.72,0.98,2.80,Rate significantly lower than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Emergency PCI,2008-2010,400,15,3.75,3.67,3.24,1.81,5.35,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Emergency PCI,2008-2010,214,13,6.07,4.05,4.76,2.53,8.13,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,446,16,3.59,4.81,2.36,1.35,3.84,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,457,15,3.28,4.96,2.10,1.17,3.46,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Emergency PCI,2008-2010,21618,686,3.17,3.17,3.17,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,177,6,3.39,3.69,2.91,1.06,6.34,Rate not different than Statewide Rate
686,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2008-2010,276,7,2.54,2.62,3.07,1.23,6.32,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2008-2010,809,27,3.34,2.45,4.33,2.85,6.30,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,297,6,2.02,2.87,2.23,0.81,4.86,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,216,6,2.78,2.27,3.89,1.42,8.47,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2008-2010,474,13,2.74,2.89,3.01,1.60,5.15,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,134,1,0.75,2.61,0.91,0.01,5.05,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2008-2010,422,13,3.08,3.80,2.57,1.37,4.40,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,513,17,3.31,3.83,2.74,1.60,4.39,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2008-2010,1128,26,2.30,2.85,2.57,1.68,3.76,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,267,12,4.49,4.38,3.26,1.68,5.69,Rate not different than Statewide Rate
694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2008-2010,98,3,3.06,3.49,2.78,0.56,8.13,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2008-2010,562,13,2.31,2.29,3.21,1.71,5.49,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2008-2010,849,25,2.94,2.45,3.81,2.46,5.62,Rate not different than Statewide Rate
1471,SVCMC- St. Vincents,Manhattan,NY Metro - NYC,Emergency PCI,2008-2010,51,6,11.76,3.77,9.91,3.62,21.58,Rate significantly higher than Statewide Rate
58,UHS - Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2008-2010,498,12,2.41,3.40,2.25,1.16,3.93,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2008-2010,197,10,5.08,4.60,3.50,1.68,6.44,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Emergency PCI,2008-2010,129,7,5.43,3.38,5.10,2.04,10.50,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2008-2010,221,8,3.62,3.60,3.19,1.38,6.29,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,1217,40,3.29,2.99,3.48,2.49,4.74,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2008-2010,250,7,2.80,2.92,3.04,1.22,6.27,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2008-2010,449,7,1.56,2.56,1.93,0.77,3.98,Rate not different than Statewide Rate
